subject activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyAccMag-mean() tGravityAccMag-mean() tBodyAccJerkMag-mean() tBodyGyroMag-mean() tBodyGyroJerkMag-mean() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-meanFreq()-X fBodyAcc-meanFreq()-Y fBodyAcc-meanFreq()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-meanFreq()-X fBodyAccJerk-meanFreq()-Y fBodyAccJerk-meanFreq()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-meanFreq()-X fBodyGyro-meanFreq()-Y fBodyGyro-meanFreq()-Z fBodyAccMag-mean() fBodyAccMag-meanFreq() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-meanFreq() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-meanFreq() fBodyBodyGyroJerkMag-mean() fBodyBodyGyroJerkMag-meanFreq() tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z tBodyAccMag-std() tGravityAccMag-std() tBodyAccJerkMag-std() tBodyGyroMag-std() tBodyGyroJerkMag-std() fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyAccMag-std() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-std() fBodyBodyGyroJerkMag-std()
21 SITTING 2.774665e-01 -1.766646e-02 -1.087785e-01 6.457760e-01 -7.509631e-02  3.218518e-02 8.222079e-02  3.501076e-03 -1.065907e-02 -2.763466e-02 -7.847197e-02 8.612127e-02 -1.005583e-01 -4.082361e-02 -5.338610e-02 -6.203093e-01 -6.203093e-01 -7.034613e-01 -6.937792e-01 -8.078174e-01 -6.934861e-01 -5.937782e-01 -7.077138e-01 -2.309762e-01  4.127614e-02  4.955205e-02 -7.164141e-01 -6.786151e-01 -7.673520e-01  1.686976e-02 -1.618145e-01 -1.128172e-01 -7.520408e-01 -7.593257e-01 -7.094714e-01 -8.901066e-02 -1.864580e-01 -2.288519e-02 -6.586647e-01  8.465126e-02 -6.797426e-01  2.443219e-01 -7.764731e-01 -5.719226e-03 -8.262750e-01  2.056437e-01 -6.723239e-01 -5.655852e-01 -6.696218e-01 -9.655866e-01 -9.693308e-01 -9.530940e-01 -6.997633e-01 -6.651591e-01 -7.818239e-01 -7.961723e-01 -7.650578e-01 -7.016420e-01 -7.924832e-01 -8.158593e-01 -8.120173e-01 -6.601960e-01 -6.601960e-01 -6.800692e-01 -7.613031e-01 -8.240899e-01 -6.653497e-01 -5.787486e-01 -6.755882e-01 -7.098007e-01 -6.741024e-01 -7.949228e-01 -8.110267e-01 -7.713883e-01 -7.283193e-01 -7.143457e-01 -6.837251e-01 -7.931585e-01 -8.349499e-01
22 SITTING 2.792415e-01 -1.686231e-02 -1.085590e-01 6.752429e-01  2.358084e-02  2.366372e-01 8.471629e-02  1.895734e-02 -3.541664e-03 -1.228206e-02 -9.098782e-02 8.461774e-02 -1.060458e-01 -3.722383e-02 -5.436239e-02 -5.977995e-01 -5.977995e-01 -6.872934e-01 -7.042961e-01 -8.387586e-01 -6.726656e-01 -6.061670e-01 -7.508108e-01 -1.318924e-01  2.762037e-02  7.427972e-02 -6.800881e-01 -6.588890e-01 -7.955245e-01  1.192101e-01 -1.654024e-01 -2.539374e-02 -7.000487e-01 -8.440998e-01 -7.127003e-01 -1.892293e-01 -2.366993e-01 -4.968008e-02 -6.579992e-01  1.146604e-01 -6.674494e-01  1.951595e-01 -7.813888e-01 -1.671282e-01 -8.653972e-01  1.177490e-01 -6.315632e-01 -5.933706e-01 -7.191653e-01 -9.708864e-01 -9.648663e-01 -9.452375e-01 -6.646505e-01 -6.490088e-01 -8.116097e-01 -7.431706e-01 -8.363074e-01 -7.206188e-01 -7.608856e-01 -8.985495e-01 -7.909428e-01 -6.747283e-01 -6.747283e-01 -6.719199e-01 -7.324232e-01 -8.626699e-01 -6.173572e-01 -6.131030e-01 -7.242942e-01 -6.789179e-01 -6.630757e-01 -8.267480e-01 -7.581959e-01 -8.335103e-01 -7.492827e-01 -7.366391e-01 -6.806483e-01 -7.481098e-01 -8.703455e-01
22 STANDING 2.675659e-01 -1.677110e-02 -1.088497e-01 5.033851e-01  4.427368e-02  2.346817e-01 7.006726e-02  9.300993e-03 -1.316401e-02 -1.123394e-03 -1.013702e-01 7.580439e-02 -1.144278e-01 -4.045417e-02 -6.441527e-02 -3.532645e-01 -3.532645e-01 -4.849835e-01 -5.304081e-01 -7.237276e-01 -4.697937e-01 -3.504260e-01 -5.851177e-01 -2.601348e-01  5.261886e-02  9.085127e-02 -4.821775e-01 -4.381797e-01 -6.498408e-01 -1.821429e-02 -1.993884e-01 -8.117841e-02 -5.422288e-01 -7.065656e-01 -5.317478e-01 -1.237471e-01 -1.428578e-01 -5.476955e-02 -4.396512e-01  8.495291e-02 -4.534314e-01  1.084552e-01 -6.424922e-01 -7.444849e-02 -7.735201e-01  1.224767e-01 -4.084990e-01 -3.267001e-01 -5.519435e-01 -9.385725e-01 -9.451804e-01 -9.291705e-01 -4.566875e-01 -4.179444e-01 -6.781434e-01 -6.198561e-01 -6.999342e-01 -5.479553e-01 -6.252125e-01 -7.977475e-01 -6.639259e-01 -4.691462e-01 -4.691462e-01 -4.576674e-01 -5.861604e-01 -7.682582e-01 -3.866589e-01 -3.585944e-01 -5.709000e-01 -4.793763e-01 -4.368519e-01 -7.054067e-01 -6.454075e-01 -6.992013e-01 -5.963426e-01 -5.728955e-01 -4.683148e-01 -6.215113e-01 -7.796610e-01
23 STANDING 2.734933e-01 -1.958926e-02 -1.090940e-01 6.623247e-01  1.462092e-02  5.186625e-02 7.785882e-02  2.004710e-02 -7.176809e-04 -2.208904e-02 -8.259730e-02 7.469494e-02 -9.669907e-02 -4.327227e-02 -6.219591e-02 -5.327548e-01 -5.327548e-01 -5.864007e-01 -5.442080e-01 -6.234126e-01 -5.990809e-01 -5.484832e-01 -4.902128e-01 -2.087244e-01  2.978772e-02  8.998438e-02 -6.175218e-01 -6.282313e-01 -5.788708e-01  1.735806e-02 -1.246702e-01 -1.125289e-01 -6.851365e-01 -4.977838e-01 -6.176854e-01 -2.516928e-02 -5.927247e-02 -2.294249e-02 -5.290293e-01  1.153352e-01 -5.426633e-01  2.025533e-01 -5.346572e-01  1.547232e-01 -5.841110e-01  1.691850e-01 -6.225940e-01 -5.320785e-01 -4.505572e-01 -9.643930e-01 -9.603189e-01 -9.342361e-01 -6.081838e-01 -6.189812e-01 -6.030488e-01 -7.557386e-01 -5.003382e-01 -6.096835e-01 -7.286921e-01 -5.460436e-01 -7.405181e-01 -5.655756e-01 -5.655756e-01 -5.587253e-01 -5.419491e-01 -5.739429e-01 -6.338391e-01 -5.544717e-01 -4.747675e-01 -6.350544e-01 -6.369776e-01 -6.275404e-01 -7.791971e-01 -5.078505e-01 -6.441310e-01 -6.570489e-01 -5.838323e-01 -6.322885e-01 -5.937353e-01
24 LAYING 2.767670e-01 -1.768225e-02 -1.079145e-01 6.949813e-01  7.295097e-02  6.232277e-02 7.847350e-02  3.969003e-03 -7.009606e-03 -2.125781e-02 -7.824402e-02 8.417404e-02 -9.982942e-02 -3.907494e-02 -5.529877e-02 -6.200327e-01 -6.200327e-01 -7.136674e-01 -6.824472e-01 -7.916466e-01 -7.076138e-01 -6.115090e-01 -6.558590e-01 -2.633523e-01 -1.760792e-02  8.125808e-02 -7.522454e-01 -7.036416e-01 -7.196557e-01 -5.704235e-02 -2.311316e-01 -1.397712e-01 -7.226074e-01 -7.537105e-01 -7.094886e-01 -5.010786e-02 -9.753476e-02 -5.564074e-02 -6.501219e-01  2.363006e-02 -6.968456e-01  1.984220e-01 -7.541316e-01  1.944860e-02 -7.950192e-01  1.617396e-01 -6.754592e-01 -5.824907e-01 -6.364975e-01 -9.753297e-01 -9.608982e-01 -9.557246e-01 -7.403005e-01 -6.859798e-01 -7.363742e-01 -7.761990e-01 -7.633655e-01 -7.082517e-01 -7.644900e-01 -7.927187e-01 -7.968165e-01 -6.508621e-01 -6.508621e-01 -6.893912e-01 -7.429831e-01 -7.889979e-01 -6.643567e-01 -5.946768e-01 -6.553605e-01 -7.513782e-01 -6.882805e-01 -7.516287e-01 -7.940635e-01 -7.719698e-01 -7.357499e-01 -7.059284e-01 -6.824471e-01 -7.820763e-01 -7.961573e-01
25 STANDING 2.753015e-01 -1.932218e-02 -1.096290e-01 6.723866e-01  4.716014e-02  2.392260e-01 8.176574e-02  6.386339e-03 -1.034617e-02 -2.981512e-03 -8.390035e-02 9.936061e-02 -1.082639e-01 -3.898848e-02 -5.557822e-02 -5.833777e-01 -5.833777e-01 -7.834454e-01 -6.257331e-01 -8.496307e-01 -7.484165e-01 -6.000277e-01 -7.385099e-01 -3.066572e-01 -1.086501e-01 -7.445021e-02 -8.041446e-01 -7.405703e-01 -8.495048e-01 -1.107930e-01 -3.477514e-01 -2.357074e-01 -6.721978e-01 -8.131338e-01 -7.468322e-01 -2.076012e-01 -3.491469e-01 -1.351397e-01 -6.950197e-01 -4.264236e-02 -7.791901e-01  1.682227e-01 -7.542361e-01 -2.208203e-01 -8.759707e-01  4.714829e-02 -7.162645e-01 -5.314210e-01 -6.470956e-01 -9.500171e-01 -9.010888e-01 -8.806823e-01 -7.968234e-01 -7.225029e-01 -8.606694e-01 -6.831320e-01 -7.522610e-01 -7.474102e-01 -7.686825e-01 -9.026281e-01 -8.318487e-01 -6.590155e-01 -6.590155e-01 -7.804519e-01 -6.851528e-01 -8.727762e-01 -7.052237e-01 -5.290647e-01 -6.302246e-01 -8.077125e-01 -7.217077e-01 -8.705415e-01 -6.903985e-01 -7.235844e-01 -7.712089e-01 -6.953679e-01 -7.835472e-01 -6.972131e-01 -8.777150e-01
26 STANDING 2.730366e-01 -1.616873e-02 -1.076379e-01 6.151235e-01  1.087048e-01  2.341070e-01 8.087433e-02  7.677100e-03 -7.248919e-03 -2.065993e-02 -8.274151e-02 9.178533e-02 -9.881256e-02 -4.047640e-02 -5.582827e-02 -6.009323e-01 -6.009323e-01 -6.949179e-01 -6.945977e-01 -7.983259e-01 -6.510903e-01 -6.104258e-01 -7.240461e-01 -2.225458e-01  3.603821e-02  1.424294e-01 -6.994132e-01 -6.967265e-01 -7.695653e-01 -2.383966e-02 -1.689146e-01 -8.504628e-02 -7.031096e-01 -7.993531e-01 -6.894048e-01 -1.677786e-02 -9.977745e-02  2.936524e-03 -6.317570e-01  8.832867e-02 -6.792783e-01  1.804607e-01 -7.705049e-01 -1.215873e-02 -8.238653e-01  1.475337e-01 -6.231010e-01 -5.859671e-01 -7.049806e-01 -9.678179e-01 -9.597136e-01 -9.556434e-01 -6.828157e-01 -6.783866e-01 -7.783495e-01 -7.666740e-01 -8.006755e-01 -7.033472e-01 -7.323214e-01 -8.361122e-01 -7.731015e-01 -6.203558e-01 -6.203558e-01 -6.774263e-01 -7.518337e-01 -8.182791e-01 -6.134996e-01 -6.002748e-01 -7.184905e-01 -6.943145e-01 -6.803581e-01 -7.860491e-01 -7.874031e-01 -8.036353e-01 -7.359424e-01 -6.739178e-01 -6.780258e-01 -7.826243e-01 -8.239914e-01
27 LAYING 2.777989e-01 -1.693866e-02 -1.122734e-01 5.851396e-01  2.347931e-02  1.206131e-01 7.685919e-02  5.183985e-03 -5.547959e-03 -6.833322e-02 -4.964413e-02 1.162623e-01 -8.738623e-02 -4.647511e-02 -6.007932e-02 -5.357269e-01 -5.357269e-01 -6.262874e-01 -6.226466e-01 -7.782751e-01 -6.006415e-01 -5.538744e-01 -6.465482e-01 -2.161317e-01  8.581866e-02  1.282658e-01 -6.419918e-01 -6.184367e-01 -7.110043e-01 -7.502781e-02 -1.480348e-01 -1.088272e-01 -7.115467e-01 -7.455574e-01 -6.304945e-01 -1.021160e-01 -1.898625e-02 -1.976338e-02 -5.857876e-01  1.766072e-01 -6.096473e-01  2.143362e-01 -7.350087e-01  2.828759e-02 -7.967258e-01  1.830508e-01 -5.747833e-01 -5.410129e-01 -6.081588e-01 -9.716798e-01 -9.698911e-01 -9.565688e-01 -6.243085e-01 -5.935821e-01 -7.295573e-01 -7.456690e-01 -7.544396e-01 -5.946317e-01 -7.761555e-01 -7.964682e-01 -7.279824e-01 -6.004459e-01 -6.004459e-01 -6.188873e-01 -6.974983e-01 -7.962447e-01 -5.667813e-01 -5.651766e-01 -6.201418e-01 -6.396238e-01 -5.945125e-01 -7.467367e-01 -7.587033e-01 -7.632348e-01 -6.232617e-01 -6.720924e-01 -6.335807e-01 -7.266612e-01 -8.101374e-01
27 STANDING 2.752231e-01 -1.625541e-02 -1.054038e-01 7.880373e-01  6.572185e-02  2.197016e-01 7.672833e-02  9.971549e-03 -2.665519e-03 -3.244712e-02 -7.651205e-02 8.099942e-02 -9.664341e-02 -3.956414e-02 -5.307100e-02 -9.802787e-01 -9.802787e-01 -9.903329e-01 -9.666839e-01 -9.941984e-01 -9.902029e-01 -9.751558e-01 -9.788484e-01  4.780020e-03  1.347322e-01  1.521169e-01 -9.917822e-01 -9.851473e-01 -9.885218e-01  2.362137e-01  6.764650e-03  8.721364e-02 -9.861184e-01 -9.859879e-01 -9.789886e-01 -3.968716e-02 -1.813075e-01  4.136094e-02 -9.781686e-01  2.497541e-01 -9.901085e-01  3.705497e-01 -9.805891e-01 -5.270114e-02 -9.936930e-01  2.825181e-01 -9.902766e-01 -9.721962e-01 -9.699699e-01 -9.858537e-01 -9.824921e-01 -9.692543e-01 -9.918315e-01 -9.850569e-01 -9.902254e-01 -9.875842e-01 -9.839399e-01 -9.778472e-01 -9.926946e-01 -9.933960e-01 -9.929331e-01 -9.736899e-01 -9.736899e-01 -9.906264e-01 -9.733041e-01 -9.937322e-01 -9.903988e-01 -9.716906e-01 -9.671656e-01 -9.926499e-01 -9.860939e-01 -9.904940e-01 -9.880878e-01 -9.828431e-01 -9.794280e-01 -9.747755e-01 -9.900609e-01 -9.732267e-01 -9.939080e-01
28 LAYING 2.775326e-01 -1.917214e-02 -1.097109e-01 6.237679e-01 -1.475778e-01 -4.699310e-02 8.072631e-02  1.382244e-02  8.242083e-04 -6.449635e-02 -4.714740e-02 1.008403e-01 -8.812136e-02 -4.479726e-02 -6.076807e-02 -6.100309e-01 -6.100309e-01 -6.894294e-01 -6.485386e-01 -7.892949e-01 -6.541565e-01 -5.849325e-01 -7.151345e-01 -2.178947e-01 -6.522700e-02  1.898789e-02 -6.867238e-01 -6.707181e-01 -7.790617e-01 -3.420974e-02 -2.775631e-01 -1.260610e-01 -6.743567e-01 -7.470679e-01 -6.735139e-01 -1.516443e-01 -2.706132e-01 -8.969174e-02 -6.287632e-01  1.799485e-02 -6.754287e-01  1.736104e-01 -7.379081e-01 -1.229998e-01 -8.068822e-01 -2.009238e-03 -6.490404e-01 -5.736519e-01 -6.858214e-01 -9.738733e-01 -9.603656e-01 -9.462256e-01 -6.808137e-01 -6.516198e-01 -8.008706e-01 -7.402766e-01 -7.412855e-01 -6.697897e-01 -7.205157e-01 -8.250388e-01 -7.697560e-01 -6.358212e-01 -6.358212e-01 -6.877034e-01 -7.109568e-01 -8.057384e-01 -6.478072e-01 -5.951105e-01 -6.957673e-01 -7.040734e-01 -6.548559e-01 -8.217155e-01 -7.620310e-01 -7.408195e-01 -7.002913e-01 -6.969940e-01 -7.064158e-01 -7.437846e-01 -8.184485e-01
29 LAYING 2.791115e-01 -1.847195e-02 -1.086756e-01 6.830676e-01  1.154898e-01  2.082154e-01 7.883823e-02  9.001612e-03 -3.552905e-03 -1.018319e-02 -8.828833e-02 8.816263e-02 -1.007078e-01 -4.643220e-02 -5.278600e-02 -5.535856e-01 -5.535856e-01 -6.645381e-01 -6.022290e-01 -8.022939e-01 -5.799010e-01 -5.876863e-01 -6.805477e-01 -1.653508e-01  1.280770e-01  8.862706e-02 -6.298759e-01 -6.412891e-01 -7.684339e-01  1.077641e-02 -8.156113e-02 -9.526462e-03 -6.857474e-01 -7.359723e-01 -6.892214e-01  2.010442e-03 -2.539400e-01  2.035161e-02 -5.892940e-01  1.627653e-01 -6.098799e-01  2.274508e-01 -7.220184e-01 -4.464692e-02 -8.404642e-01  2.124341e-01 -5.742954e-01 -5.984003e-01 -6.064613e-01 -9.732829e-01 -9.646432e-01 -9.416218e-01 -6.234564e-01 -6.354998e-01 -7.937468e-01 -7.346993e-01 -6.345692e-01 -7.138646e-01 -7.361177e-01 -8.536396e-01 -7.702213e-01 -5.790672e-01 -5.790672e-01 -6.204720e-01 -6.537323e-01 -8.401564e-01 -5.727879e-01 -6.309788e-01 -6.025509e-01 -6.515642e-01 -6.555261e-01 -8.182928e-01 -7.525678e-01 -5.888580e-01 -7.491632e-01 -6.393142e-01 -6.364345e-01 -6.714543e-01 -8.514624e-01
30 LAYING 2.763058e-01 -1.758561e-02 -1.058936e-01 6.968582e-01  5.126982e-02  1.843432e-01 7.347993e-02  7.304383e-03 -6.538719e-04 -3.542293e-02 -7.174825e-02 8.345446e-02 -9.267690e-02 -4.129038e-02 -4.935562e-02 -5.381312e-01 -5.381312e-01 -6.970501e-01 -5.100328e-01 -7.858709e-01 -6.356501e-01 -5.584900e-01 -6.349585e-01 -3.027754e-01 -8.442086e-02 -4.154806e-02 -6.853078e-01 -6.716737e-01 -7.554322e-01 -1.316500e-01 -2.941483e-01 -1.686047e-01 -6.674182e-01 -6.299107e-01 -6.156993e-01 -2.317099e-01 -3.611228e-01 -2.017057e-01 -6.003721e-01 -3.011971e-02 -6.563397e-01  8.170462e-02 -6.696005e-01 -2.050946e-01 -8.112923e-01  4.330506e-02 -6.158908e-01 -5.190474e-01 -5.226433e-01 -9.743191e-01 -9.522883e-01 -9.294326e-01 -6.790073e-01 -6.607706e-01 -7.816445e-01 -6.710058e-01 -5.389907e-01 -5.897834e-01 -7.806364e-01 -7.989481e-01 -7.632285e-01 -5.881581e-01 -5.881581e-01 -6.589721e-01 -5.737794e-01 -8.103985e-01 -6.092389e-01 -5.313215e-01 -5.065704e-01 -7.018792e-01 -6.726220e-01 -8.071849e-01 -6.768020e-01 -4.963104e-01 -6.202534e-01 -6.465228e-01 -6.646003e-01 -5.891927e-01 -8.228056e-01
